product,semantic_group,label,score,manual_score
桌子,it doesn't matter there's justopen space now on my desk and I'mabsolutely loving it and it looks 10times better since I have a wall mountedPC the PC stand right here I just turnedinto like a little storage area for myVR if you're looking for an upgrade thisdesk is the way to go you can change thedirection of the L you can make one sidesmaller one side larger if you'd like toyou can move where this goes and thisgoes it's totally customizable it hasinstructions for you whenever you do itthink it's an upgrade or a downgrade Ihonestly think it's a huge update frommy last setup if you guys are interestedin this desk they do have multipdifferent colors so make sure you gocheck it out let me know how you like itdown,Health,0.1007,1
桌子,"how this brand new desk helps me get ridof some furniture save some space andreorganize my home office sitting atthis desk definitely makes me feel moreprofessional and organized my favoritepart is definitely the built-in bookcaseit gave me a place to set the stuff frommy shelves on my old desk and thebookcase, I had next to it the drawersare definitely a game changer I did nothave drawers on my old desk and lookit's got a filing drawer which allowedme to get rid of my old filing cabinetand move my smaller desk in here to putmy Mac on it it also gave me more spaceto set up my microphone my audiointerface and my camera that I use as awebcam for streaming, hello there if youguys are looking to get a new desk notspend too much have plenty of storagespace and save some space in your housethis is the one that you need to go withthank you so much to sad for sendingthis to me",Immersion,0.2853,1
桌子,"how this brand new desk helps me get ridof some furniture save some space andreorganize my home office sitting atthis desk definitely makes me feel moreprofessional and organized my favoritepart is definitely the built-in bookcaseit gave me a place to set the stuff frommy shelves on my old desk and thebookcase, I had next to it the drawersare definitely a game changer I did nothave drawers on my old desk and lookit's got a filing drawer which allowedme to get rid of my old filing cabinetand move my smaller desk in here to putmy Mac on it it also gave me more spaceto set up my microphone my audiointerface and my camera that I use as awebcam for streaming, hello there if youguys are looking to get a new desk notspend too much have plenty of storagespace and save some space in your housethis is the one that you need to go withthank you so much to sad for sendingthis to me",Entertainment,0.3583,1
桌子,"how this brand new desk helps me get ridof some furniture save some space andreorganize my home office sitting atthis desk definitely makes me feel moreprofessional and organized my favoritepart is definitely the built-in bookcaseit gave me a place to set the stuff frommy shelves on my old desk and thebookcase, I had next to it the drawersare definitely a game changer I did nothave drawers on my old desk and lookit's got a filing drawer which allowedme to get rid of my old filing cabinetand move my smaller desk in here to putmy Mac on it it also gave me more spaceto set up my microphone my audiointerface and my camera that I use as awebcam for streaming, hello there if youguys are looking to get a new desk notspend too much have plenty of storagespace and save some space in your housethis is the one that you need to go withthank you so much to sad for sendingthis to me",Order,0.3741,1
桌子,"how this brand new desk helps me get ridof some furniture save some space andreorganize my home office sitting atthis desk definitely makes me feel moreprofessional and organized my favoritepart is definitely the built-in bookcaseit gave me a place to set the stuff frommy shelves on my old desk and thebookcase, I had next to it the drawersare definitely a game changer I did nothave drawers on my old desk and lookit's got a filing drawer which allowedme to get rid of my old filing cabinetand move my smaller desk in here to putmy Mac on it it also gave me more spaceto set up my microphone my audiointerface and my camera that I use as awebcam for streaming, hello there if youguys are looking to get a new desk notspend too much have plenty of storagespace and save some space in your housethis is the one that you need to go withthank you so much to sad for sendingthis to me",Sociability,0.2831,1
桌子,"how this brand new desk helps me get ridof some furniture save some space andreorganize my home office sitting atthis desk definitely makes me feel moreprofessional and organized my favoritepart is definitely the built-in bookcaseit gave me a place to set the stuff frommy shelves on my old desk and thebookcase, I had next to it the drawersare definitely a game changer I did nothave drawers on my old desk and lookit's got a filing drawer which allowedme to get rid of my old filing cabinetand move my smaller desk in here to putmy Mac on it it also gave me more spaceto set up my microphone my audiointerface and my camera that I use as awebcam for streaming, hello there if youguys are looking to get a new desk notspend too much have plenty of storagespace and save some space in your housethis is the one that you need to go withthank you so much to sad for sendingthis to me",Aesthetics,0.3021,1
桌子,"how this brand new desk helps me get ridof some furniture save some space andreorganize my home office sitting atthis desk definitely makes me feel moreprofessional and organized my favoritepart is definitely the built-in bookcaseit gave me a place to set the stuff frommy shelves on my old desk and thebookcase, I had next to it the drawersare definitely a game changer I did nothave drawers on my old desk and lookit's got a filing drawer which allowedme to get rid of my old filing cabinetand move my smaller desk in here to putmy Mac on it it also gave me more spaceto set up my microphone my audiointerface and my camera that I use as awebcam for streaming, hello there if youguys are looking to get a new desk notspend too much have plenty of storagespace and save some space in your housethis is the one that you need to go withthank you so much to sad for sendingthis to me",Self-Expression,0.2538,1
桌子,"how this brand new desk helps me get ridof some furniture save some space andreorganize my home office sitting atthis desk definitely makes me feel moreprofessional and organized my favoritepart is definitely the built-in bookcaseit gave me a place to set the stuff frommy shelves on my old desk and thebookcase, I had next to it the drawersare definitely a game changer I did nothave drawers on my old desk and lookit's got a filing drawer which allowedme to get rid of my old filing cabinetand move my smaller desk in here to putmy Mac on it it also gave me more spaceto set up my microphone my audiointerface and my camera that I use as awebcam for streaming, hello there if youguys are looking to get a new desk notspend too much have plenty of storagespace and save some space in your housethis is the one that you need to go withthank you so much to sad for sendingthis to me",Safety,0.2288,1
桌子,"how this brand new desk helps me get ridof some furniture save some space andreorganize my home office sitting atthis desk definitely makes me feel moreprofessional and organized my favoritepart is definitely the built-in bookcaseit gave me a place to set the stuff frommy shelves on my old desk and thebookcase, I had next to it the drawersare definitely a game changer I did nothave drawers on my old desk and lookit's got a filing drawer which allowedme to get rid of my old filing cabinetand move my smaller desk in here to putmy Mac on it it also gave me more spaceto set up my microphone my audiointerface and my camera that I use as awebcam for streaming, hello there if youguys are looking to get a new desk notspend too much have plenty of storagespace and save some space in your housethis is the one that you need to go withthank you so much to sad for sendingthis to me",Efficiency,0.3063,1
桌子,"how this brand new desk helps me get ridof some furniture save some space andreorganize my home office sitting atthis desk definitely makes me feel moreprofessional and organized my favoritepart is definitely the built-in bookcaseit gave me a place to set the stuff frommy shelves on my old desk and thebookcase, I had next to it the drawersare definitely a game changer I did nothave drawers on my old desk and lookit's got a filing drawer which allowedme to get rid of my old filing cabinetand move my smaller desk in here to putmy Mac on it it also gave me more spaceto set up my microphone my audiointerface and my camera that I use as awebcam for streaming, hello there if youguys are looking to get a new desk notspend too much have plenty of storagespace and save some space in your housethis is the one that you need to go withthank you so much to sad for sendingthis to me",Relaxation,0.2182,1
桌子,"how this brand new desk helps me get ridof some furniture save some space andreorganize my home office sitting atthis desk definitely makes me feel moreprofessional and organized my favoritepart is definitely the built-in bookcaseit gave me a place to set the stuff frommy shelves on my old desk and thebookcase, I had next to it the drawersare definitely a game changer I did nothave drawers on my old desk and lookit's got a filing drawer which allowedme to get rid of my old filing cabinetand move my smaller desk in here to putmy Mac on it it also gave me more spaceto set up my microphone my audiointerface and my camera that I use as awebcam for streaming, hello there if youguys are looking to get a new desk notspend too much have plenty of storagespace and save some space in your housethis is the one that you need to go withthank you so much to sad for sendingthis to me",Ritual,0.3042,1
桌子,"how this brand new desk helps me get ridof some furniture save some space andreorganize my home office sitting atthis desk definitely makes me feel moreprofessional and organized my favoritepart is definitely the built-in bookcaseit gave me a place to set the stuff frommy shelves on my old desk and thebookcase, I had next to it the drawersare definitely a game changer I did nothave drawers on my old desk and lookit's got a filing drawer which allowedme to get rid of my old filing cabinetand move my smaller desk in here to putmy Mac on it it also gave me more spaceto set up my microphone my audiointerface and my camera that I use as awebcam for streaming, hello there if youguys are looking to get a new desk notspend too much have plenty of storagespace and save some space in your housethis is the one that you need to go withthank you so much to sad for sendingthis to me",Health,0.2787,1
桌子,I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it,Immersion,0.2116,1
桌子,I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it,Entertainment,0.2507,1
桌子,I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it,Order,0.2321,1
桌子,I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it,Sociability,0.2195,1
桌子,I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it,Aesthetics,0.0253,1
桌子,I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it,Self-Expression,0.2003,1
桌子,I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it,Safety,0.1766,1
桌子,I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it,Efficiency,0.2064,1
桌子,I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it,Relaxation,0.1644,1
桌子,I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it,Ritual,0.2142,1
桌子,I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it I bought myself a new gaming desk sotoday I'm saying goodbye to my old deskand I wanted to take you along for theprocess of clearing out my old setup andputting together my new one and this isreally exciting because it's not just adesk for gaming this is my contentcreation area where I create all myWorld of Warcraft YouTube videos I'vehad my eye on this desk for severalmonths now but I was holding off onbuying it because I wanted it to feelspecial like I really earned it and Idon't usually like to splurge on thingslike this so I told myself that if Icould start to conquer my fear ofstreaming on Twitch that I could buythis desk and this year I've alreadymanaged to stream three times which isreally huge for me I'm still prettynervous about it,Health,0.1181,1
充电器+桌子,"wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future",Immersion,0.4372,1
充电器+桌子,"wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future",Entertainment,0.3337,1
充电器+桌子,"wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future",Order,0.2983,1
充电器+桌子,"wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future",Sociability,0.3193,1
充电器+桌子,"wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future",Aesthetics,0.2425,1
充电器+桌子,"wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future",Self-Expression,0.3613,1
充电器+桌子,"wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future",Safety,0.1557,1
充电器+桌子,"wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future wow YouTube channelof hitting 10,000 subscribers sobasically this desk is a reward and asymbol of how far I've come on mycontent creation Journey it's somethingI can see every time I walk into my roomand it will remind me of why I'm doingthis all the goals I've achieved so farand all the goals I'll push myself forin the future",Efficiency,0.31,1
